Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
99;Andy Delort\Andy-Delort;dz ALG;FW;Montpellier;29-323;1991;3.0;134;6;14;46;77;19;125;0;0;;0;0;60;184;43;2;0;1;5;6;174;97;55.7;19;Matches
100;Moussa Dembélé\Moussa-Dembele;fr FRA;FW;Lyon;25-047;1996;3.9;110;5;13;48;57;19;100;3;6;50.0;4;0;66;292;137;5;1;3;13;10;140;69;49.3;22;Matches
101;Jason Denayer\Jason-Denayer;be BEL;DF;Lyon;26-061;1995;0.2;11;3;9;2;0;0;11;0;0;;0;0;4;18;18;0;0;0;0;0;6;4;66.7;0;Matches
102;Arthur Desmas\Arthur-Desmas;fr FRA;GK;Clermont Foot;27-143;1994;3.0;74;71;74;0;0;0;51;0;0;;0;0;29;99;48;0;0;0;0;0;26;26;100.0;0;Matches
103;Ángel Di María\Angel-Di-Maria;ar ARG;FW;Paris S-G;33-195;1988;0.1;10;0;1;7;3;0;9;1;1;100.0;1;0;9;75;63;2;0;0;0;0;11;7;63.6;3;Matches
104;Abdou Diallo\Abdou-Diallo;sn SEN;DF;Paris S-G;25-116;1996;3.0;276;16;53;147;96;4;250;4;5;80.0;5;0;203;1117;686;30;12;2;3;7;201;195;97.0;5;Matches
105;Habib Diallo\Habib-Diallo;sn SEN;FW;Strasbourg;26-071;1995;1.1;38;6;8;16;17;2;36;1;1;100.0;1;0;20;66;47;2;1;0;1;3;47;23;48.9;8;Matches
106;Krepin Diatta\Krepin-Diatta;sn SEN;MF;Monaco;22-184;1999;1.0;37;0;2;16;21;4;37;1;1;100.0;1;0;28;194;122;8;2;2;4;1;45;28;62.2;4;Matches
107;Junior Dina Ebimbe\Junior-Dina-Ebimbe;fr FRA;MF;Paris S-G;20-280;2000;0.8;87;2;16;63;12;2;86;2;3;66.7;2;0;64;211;90;3;1;0;0;1;81;77;95.1;2;Matches
108;Sinaly Diomande\Sinaly-Diomande;ci CIV;DF;Lyon;20-141;2001;2.5;216;26;111;115;5;2;215;1;1;100.0;1;0;155;700;358;6;0;0;0;1;168;167;99.4;0;Matches
109;Sofiane Diop\Sofiane-Diop;fr FRA;MFFW;Monaco;21-080;2000;2.6;151;0;12;78;77;11;148;5;9;55.6;5;0;117;601;319;20;12;4;11;7;157;127;80.9;32;Matches
110;Andy Diouf\Andy-Diouf;fr FRA;MF;Rennes;19-103;2002;0.1;5;0;4;2;0;0;5;0;0;;0;0;3;12;11;0;0;0;1;0;1;1;100.0;0;Matches
111;Assane Dioussé\Assane-Diousse;sn SEN;MF;Saint-Étienne;23-342;1997;0.1;31;0;7;24;2;0;29;0;0;;0;0;23;141;82;4;1;0;0;0;21;21;100.0;0;Matches
112;Axel Disasi\Axel-Disasi;fr FRA;DF;Monaco;23-170;1998;3.0;302;15;116;203;11;7;299;1;1;100.0;1;0;218;1612;1117;42;1;1;1;1;244;240;98.4;1;Matches
113;Tiago Djaló\Tiago-Djalo;pt POR;DF;Lille;21-141;2000;1.0;90;3;38;41;16;0;68;2;3;66.7;2;0;50;210;125;4;1;0;0;0;53;51;96.2;0;Matches
114;Alexander Djiku\Alexander-Djiku;gh GHA;DF;Strasbourg;27-019;1994;1.9;96;16;54;46;1;0;87;0;0;;0;0;59;333;135;3;0;0;0;0;59;58;98.3;0;Matches
115;Bryan Djile Nokoué\Bryan-Djile-Nokoue;cm CMR;MF;Saint-Étienne;19-097;2002;0.1;4;0;1;3;1;0;4;0;0;;0;0;4;1;0;0;0;0;2;1;3;3;100.0;1;Matches
116;Jeremy Doku\Jeremy-Doku;be BEL;FW;Rennes;19-093;2002;1.7;58;1;4;24;38;8;58;8;14;57.1;8;2;54;371;262;14;4;2;2;4;58;41;70.7;8;Matches
117;Kasper Dolberg\Kasper-Dolberg;dk DEN;FW;Nice;23-326;1997;1.0;56;0;5;26;25;7;54;5;6;83.3;5;0;30;101;33;3;0;0;2;5;57;32;56.1;6;Matches
118;Brandon Domingues\Brandon-Domingues;fr FRA;MFFW;Troyes;21-083;2000;0.3;12;0;4;7;3;0;11;0;2;0.0;0;0;7;28;18;2;1;0;2;0;11;6;54.5;0;Matches
119;Jodel Dossou\Jodel-Dossou;bj BEN;FW;Clermont Foot;29-164;1992;2.8;105;0;17;44;55;18;103;11;19;57.9;12;0;96;544;402;24;5;6;10;4;93;73;78.5;11;Matches
120;Lucas Douath\Lucas-Douath;fr FRA;MF;Saint-Étienne;18-023;2003;0.3;24;3;8;15;4;0;24;0;1;0.0;0;0;18;173;57;1;1;0;0;1;17;14;82.4;0;Matches
121;Cheick Doucouré\Cheick-Doucoure;ml MLI;MF;Lens;21-232;2000;2.7;142;4;27;104;23;0;140;2;2;100.0;2;0;101;590;301;16;7;0;3;2;107;102;95.3;0;Matches
